Area Name,Area Code,Value,Year
Telford and Wrekin,E06000020,2305,2006
Tendring,E07000076,1374,2006
Test Valley,E07000093,1122,2006
Tewkesbury,E07000083,703,2006
Thanet,E07000114,2435,2006
Three Rivers,E07000102,594,2006
Thurrock,E06000034,1722,2006
Tonbridge and Malling,E07000115,1030,2006
Torbay,E06000027,2182,2006
Tower Hamlets,E09000030,5027,2006
Trafford,E08000009,2314,2006
Tunbridge Wells,E07000116,1030,2006
Uttlesford,E07000077,317,2006
Vale of White Horse,E07000180,944,2006
Wakefield,E08000036,5817,2006
Walsall,E08000030,3709,2006
Waltham Forest,E09000031,4302,2006
Wandsworth,E09000032,4115,2006
Warrington,E06000007,2709,2006
Watford,E07000103,1508,2006
Waveney,E07000206,1530,2006
Waverley,E07000216,585,2006
Wealden,E07000065,887,2006
Wellingborough,E07000156,1081,2006
Welwyn Hatfield,E07000241,1099,2006
West Berkshire,E06000037,1566,2006
West Lancashire,E07000127,1029,2006
West Lindsey,E07000142,568,2006
West Oxfordshire,E07000181,772,2006
Westminster,E09000033,5845,2006
Wigan,E08000010,3263,2006
Wiltshire,E06000054,4009,2006
Winchester,E07000094,1040,2006
Windsor and Maidenhead,E06000040,1567,2006
Wirral,E08000015,3690,2006
Woking,E07000217,765,2006
Wokingham,E06000041,1024,2006
Wolverhampton,E08000031,3948,2006
Worthing,E07000229,1526,2006
Wycombe,E07000007,1724,2006
Wyre,E07000128,971,2006
York,E06000014,2423,2006
Adur,E07000223,583,2007
Allerdale,E07000026,1146,2007
Amber Valley,E07000032,1258,2007
Arun,E07000224,1842,2007
Ashfield,E07000170,1334,2007
Ashford,E07000105,1142,2007
Aylesbury Vale,E07000004,1635,2007
Barking and Dagenham,E09000002,3358,2007
Barnet,E09000003,3502,2007
Barnsley,E08000016,2563,2007
Barrow-in-Furness,E07000027,1182,2007
Basildon,E07000066,1793,2007
Basingstoke and Deane,E07000084,2117,2007
Bassetlaw,E07000171,1594,2007
Bath and North East Somerset,E06000022,2100,2007
Bedford,E06000055,1526,2007
Bexley,E09000004,2419,2007
Birmingham,E08000025,16231,2007
Blaby,E07000129,598,2007
Blackburn with Darwen,E06000008,2149,2007
Blackpool,E06000009,3888,2007
Bolsover,E07000033,1077,2007
Bolton,E08000001,3038,2007
Boston,E07000136,591,2007
Bournemouth,E06000028,2941,2007
Bracknell Forest,E06000036,1191,2007
Bradford,E08000032,6889,2007
Braintree,E07000067,1030,2007
Breckland,E07000143,888,2007
Brent,E09000005,4111,2007
Brentwood,E07000068,605,2007
Brighton and Hove,E06000043,4435,2007
Bristol City of,E06000023,8431,2007
Broadland,E07000144,518,2007
Bromley,E09000006,3415,2007
Broxbourne,E07000095,945,2007
Burnley,E07000117,1607,2007
Bury,E08000002,2024,2007
Calderdale,E08000033,3023,2007
Cambridge,E07000008,1685,2007
Camden,E09000007,3826,2007
Cannock Chase,E07000192,1537,2007
Canterbury,E07000106,1688,2007
Carlisle,E07000028,1603,2007
Castle Point,E07000069,554,2007
Central Bedfordshire,E06000056,1513,2007
Charnwood,E07000130,1848,2007
Chelmsford,E07000070,1436,2007
Cheltenham,E07000078,1471,2007
Cherwell,E07000177,1677,2007
Cheshire East,E06000049,3506,2007
Cheshire West and Chester,E06000050,4078,2007
Chesterfield,E07000034,1796,2007
Chichester,E07000225,857,2007
Chiltern,E07000005,720,2007
Chorley,E07000118,1013,2007
City of London,E09000001,572,2007
Colchester,E07000071,2044,2007
Copeland,E07000029,899,2007
Corby,E07000150,1117,2007
Cornwall,E06000052,4585,2007
Cotswold,E07000079,560,2007
County Durham,E06000047,4991,2007
Coventry,E08000026,5253,2007
Crawley,E07000226,1400,2007
Croydon,E09000008,4734,2007
Dacorum,E07000096,1143,2007
Darlington,E06000005,1080,2007
Derby,E06000015,4056,2007
Derbyshire Dales,E07000035,567,2007
Doncaster,E08000017,4898,2007
Dover,E07000108,1288,2007
Dudley,E08000027,3084,2007
Ealing,E09000009,4598,2007
East Cambridgeshire,E07000009,369,2007
East Hampshire,E07000085,891,2007
East Hertfordshire,E07000242,930,2007
East Lindsey,E07000137,1330,2007
East Northamptonshire,E07000152,736,2007
East Riding of Yorkshire,E06000011,2404,2007
East Staffordshire,E07000193,1317,2007
Eastbourne,E07000061,1599,2007
Eastleigh,E07000086,1460,2007
Eden,E07000030,352,2007
Elmbridge,E07000207,1146,2007
Enfield,E09000010,3058,2007
Epping Forest,E07000072,1074,2007
Epsom and Ewell,E07000208,683,2007
Erewash,E07000036,1592,2007
Exeter,E07000041,1507,2007
Fareham,E07000087,1097,2007
Fenland,E07000010,921,2007
Forest of Dean,E07000080,721,2007
Fylde,E07000119,559,2007
Gateshead,E08000037,1669,2007
Gloucester,E07000081,2156,2007
Gosport,E07000088,1443,2007
Great Yarmouth,E07000145,1562,2007
Greenwich,E09000011,4733,2007
Guildford,E07000209,1208,2007
Hackney,E09000012,4407,2007
Halton,E06000006,1964,2007
Hammersmith and Fulham,E09000013,2926,2007
Harborough,E07000131,525,2007
Haringey,E09000014,3739,2007
Harlow,E07000073,1264,2007
Harrow,E09000015,1904,2007
Hart,E07000089,587,2007
Hartlepool,E06000001,1419,2007
Hastings,E07000062,1749,2007
Havant,E07000090,1924,2007
Havering,E09000016,2311,2007
Herefordshire County of,E06000019,1818,2007
Hertsmere,E07000098,736,2007
High Peak,E07000037,1032,2007
Hillingdon,E09000017,3652,2007
Hinckley and Bosworth,E07000132,968,2007
Horsham,E07000227,839,2007
Hounslow,E09000018,3732,2007
Huntingdonshire,E07000011,1173,2007
Hyndburn,E07000120,993,2007
Ipswich,E07000202,1715,2007
Isle of Wight,E06000046,2018,2007
Isles of Scilly,E06000053,8,2007
Islington,E09000019,3633,2007
Kensington and Chelsea,E09000020,2024,2007
Kettering,E07000153,1012,2007
King`s Lynn and West Norfolk,E07000146,1094,2007
Kingston upon Hull City of,E06000010,5203,2007
Kingston upon Thames,E09000021,2021,2007
Kirklees,E08000034,5510,2007
Knowsley,E08000011,1000,2007
Lambeth,E09000022,5251,2007
Lancaster,E07000121,1735,2007
Leeds,E08000035,10277,2007
Leicester,E06000016,6802,2007
Lewes,E07000063,860,2007
Lewisham,E09000023,5393,2007
Lichfield,E07000194,874,2007
Lincoln,E07000138,1547,2007
Liverpool,E08000012,6022,2007
Luton,E06000032,2712,2007
Maidstone,E07000110,1804,2007
Maldon,E07000074,397,2007
Manchester,E08000003,8474,2007
Mansfield,E07000174,1835,2007
Medway,E06000035,3722,2007
Melton,E07000133,426,2007
Merton,E09000024,2320,2007
Mid Sussex,E07000228,825,2007
Middlesbrough,E06000002,3330,2007
Milton Keynes,E06000042,3901,2007
Mole Valley,E07000210,500,2007
New Forest,E07000091,1489,2007
Newark and Sherwood,E07000175,1009,2007
Newcastle upon Tyne,E08000021,3428,2007
Newcastle-under-Lyme,E07000195,1662,2007
Newham,E09000025,5995,2007
North East Derbyshire,E07000038,873,2007
North East Lincolnshire,E06000012,2884,2007
North Hertfordshire,E07000099,1028,2007
North Kesteven,E07000139,449,2007
North Lincolnshire,E06000013,2157,2007
North Norfolk,E07000147,668,2007
North Somerset,E06000024,2407,2007
North Tyneside,E08000022,1510,2007
North Warwickshire,E07000218,534,2007
North West Leicestershire,E07000134,990,2007
Northampton,E07000154,3454,2007
Northumberland,E06000057,2099,2007
Norwich,E07000148,2364,2007
Nottingham,E06000018,6649,2007
Nuneaton and Bedworth,E07000219,1855,2007
Oadby and Wigston,E07000135,498,2007
Oldham,E08000004,2485,2007
Oxford,E07000178,2622,2007
Pendle,E07000122,983,2007
Peterborough,E06000031,2981,2007
Plymouth,E06000026,4599,2007
Poole,E06000029,1597,2007
Portsmouth,E06000044,4059,2007
Preston,E07000123,2565,2007
Reading,E06000038,3111,2007
Redbridge,E09000026,2709,2007
Redcar and Cleveland,E06000003,2017,2007
Reigate and Banstead,E07000211,1299,2007
Ribble Valley,E07000124,269,2007
Richmond upon Thames,E09000027,1430,2007
Rochdale,E08000005,2683,2007
Rochford,E07000075,401,2007
Rossendale,E07000125,761,2007
Rother,E07000064,709,2007
Rotherham,E08000018,3480,2007
Rugby,E07000220,1155,2007
Runnymede,E07000212,449,2007
Rushmoor,E07000092,1241,2007
Rutland,E06000017,183,2007
Salford,E08000006,3507,2007
Sandwell,E08000028,3782,2007
Sefton,E08000014,2288,2007
Sevenoaks,E07000111,580,2007
Sheffield,E08000019,6801,2007
Shepway,E07000112,1259,2007
Shropshire,E06000051,2186,2007
Slough,E06000039,2294,2007
Solihull,E08000029,2274,2007
South Bucks,E07000006,619,2007
South Cambridgeshire,E07000012,604,2007
South Derbyshire,E07000039,709,2007
South Gloucestershire,E06000025,2386,2007
South Holland,E07000140,658,2007
South Kesteven,E07000141,1201,2007
South Lakeland,E07000031,760,2007
South Norfolk,E07000149,495,2007
South Oxfordshire,E07000179,941,2007
South Ribble,E07000126,1000,2007
South Staffordshire,E07000196,780,2007
South Tyneside,E08000023,1686,2007
Southampton,E06000045,6024,2007
Southend-on-Sea,E06000033,2111,2007
Southwark,E09000028,5541,2007
Spelthorne,E07000213,1103,2007
St Albans,E07000240,849,2007
St. Helens,E08000013,1717,2007
Stafford,E07000197,1538,2007
Staffordshire Moorlands,E07000198,987,2007
Stevenage,E07000243,1320,2007
Stockport,E08000007,2467,2007
Stockton-on-Tees,E06000004,2477,2007
Stoke-on-Trent,E06000021,4595,2007
Stroud,E07000082,1035,2007
Suffolk Coastal,E07000205,700,2007
Sunderland,E08000024,3358,2007
Surrey Heath,E07000214,482,2007
Sutton,E09000029,2103,2007
Swale,E07000113,1755,2007
Swindon,E06000030,2635,2007
Tameside,E08000008,2977,2007
Tamworth,E07000199,1268,2007
Tandridge,E07000215,493,2007
Telford and Wrekin,E06000020,2210,2007
Tendring,E07000076,1470,2007
Test Valley,E07000093,1250,2007
Tewkesbury,E07000083,587,2007
Thanet,E07000114,2558,2007
Three Rivers,E07000102,490,2007
Thurrock,E06000034,1580,2007
Tonbridge and Malling,E07000115,961,2007
Torbay,E06000027,2020,2007
Tower Hamlets,E09000030,4560,2007
Trafford,E08000009,2078,2007
Tunbridge Wells,E07000116,885,2007
Uttlesford,E07000077,357,2007
Vale of White Horse,E07000180,867,2007
Wakefield,E08000036,5143,2007
Walsall,E08000030,3487,2007
Waltham Forest,E09000031,3888,2007
Wandsworth,E09000032,3955,2007
Warrington,E06000007,2580,2007
Watford,E07000103,1131,2007
Waveney,E07000206,1190,2007
Waverley,E07000216,665,2007
Wealden,E07000065,819,2007
Wellingborough,E07000156,1075,2007
Welwyn Hatfield,E07000241,898,2007
West Berkshire,E06000037,1620,2007
West Lancashire,E07000127,966,2007
West Lindsey,E07000142,515,2007
West Oxfordshire,E07000181,829,2007
Westminster,E09000033,5604,2007
Wigan,E08000010,3358,2007
Wiltshire,E06000054,3679,2007
Winchester,E07000094,1087,2007
Windsor and Maidenhead,E06000040,1531,2007
Wirral,E08000015,2911,2007
Woking,E07000217,697,2007
Wokingham,E06000041,1020,2007
Wolverhampton,E08000031,3796,2007
Worthing,E07000229,1260,2007
Wycombe,E07000007,1755,2007
Wyre,E07000128,951,2007
York,E06000014,2104,2007
Adur,E07000223,515,2008
Allerdale,E07000026,979,2008
Amber Valley,E07000032,1160,2008
Arun,E07000224,1361,2008
Ashfield,E07000170,1624,2008
Ashford,E07000105,1095,2008
Aylesbury Vale,E07000004,1507,2008
Barking and Dagenham,E09000002,3535,2008
Barnet,E09000003,3487,2008
Barnsley,E08000016,2154,2008
Barrow-in-Furness,E07000027,1062,2008
Basildon,E07000066,1813,2008
Basingstoke and Deane,E07000084,1943,2008
Bassetlaw,E07000171,1425,2008
Bath and North East Somerset,E06000022,1926,2008
Bedford,E06000055,1484,2008
Bexley,E09000004,2422,2008
Birmingham,E08000025,15415,2008
Blaby,E07000129,568,2008
Blackburn with Darwen,E06000008,2044,2008
Blackpool,E06000009,3698,2008
Bolsover,E07000033,868,2008
Bolton,E08000001,2724,2008
Boston,E07000136,643,2008
Bournemouth,E06000028,3359,2008
Bracknell Forest,E06000036,1295,2008
Bradford,E08000032,6082,2008
Braintree,E07000067,1009,2008
Breckland,E07000143,803,2008
Brent,E09000005,4291,2008
Brentwood,E07000068,482,2008
Brighton and Hove,E06000043,3938,2008
Bristol City of,E06000023,7593,2008
Broadland,E07000144,481,2008
Bromley,E09000006,3486,2008
Broxbourne,E07000095,845,2008
Burnley,E07000117,1489,2008
Bury,E08000002,2047,2008
Calderdale,E08000033,2348,2008
Cambridge,E07000008,1680,2008
Camden,E09000007,3556,2008
Cannock Chase,E07000192,1520,2008
Canterbury,E07000106,1632,2008
Carlisle,E07000028,1247,2008
Castle Point,E07000069,568,2008
Central Bedfordshire,E06000056,1618,2008
Charnwood,E07000130,1856,2008
Chelmsford,E07000070,1438,2008
Cheltenham,E07000078,1556,2008
Cherwell,E07000177,1552,2008
Cheshire East,E06000049,3226,2008
Cheshire West and Chester,E06000050,3766,2008
Chesterfield,E07000034,1579,2008
Chichester,E07000225,795,2008
Chiltern,E07000005,715,2008
Chorley,E07000118,1038,2008
City of London,E09000001,534,2008
Colchester,E07000071,1920,2008
Copeland,E07000029,713,2008
Corby,E07000150,1084,2008
Cornwall,E06000052,4385,2008
Cotswold,E07000079,538,2008
County Durham,E06000047,4232,2008
Coventry,E08000026,4826,2008
Crawley,E07000226,1288,2008
Croydon,E09000008,4943,2008
Dacorum,E07000096,976,2008
Darlington,E06000005,966,2008
Derby,E06000015,3743,2008
Derbyshire Dales,E07000035,483,2008
Doncaster,E08000017,4078,2008
Dover,E07000108,1294,2008
Dudley,E08000027,2563,2008
Ealing,E09000009,4559,2008
East Cambridgeshire,E07000009,424,2008
East Hampshire,E07000085,923,2008
East Hertfordshire,E07000242,840,2008
East Lindsey,E07000137,1251,2008
East Northamptonshire,E07000152,669,2008
East Riding of Yorkshire,E06000011,2409,2008
East Staffordshire,E07000193,1312,2008
Eastbourne,E07000061,1389,2008
Eastleigh,E07000086,1323,2008
Eden,E07000030,240,2008
Elmbridge,E07000207,947,2008
Enfield,E09000010,3115,2008
Epping Forest,E07000072,970,2008
Epsom and Ewell,E07000208,559,2008
Erewash,E07000036,1461,2008
Exeter,E07000041,1403,2008
Fareham,E07000087,1000,2008
Fenland,E07000010,954,2008
Forest of Dean,E07000080,742,2008
Fylde,E07000119,583,2008
Gateshead,E08000037,1601,2008
Gloucester,E07000081,1991,2008
Gosport,E07000088,1399,2008
Great Yarmouth,E07000145,1204,2008
Greenwich,E09000011,4485,2008
Guildford,E07000209,1045,2008
Hackney,E09000012,4116,2008
Halton,E06000006,1852,2008
Hammersmith and Fulham,E09000013,2899,2008
Harborough,E07000131,428,2008
Haringey,E09000014,3717,2008
Harlow,E07000073,1079,2008
Harrow,E09000015,2086,2008
Hart,E07000089,532,2008
Hartlepool,E06000001,1229,2008
Hastings,E07000062,1566,2008
Havant,E07000090,2025,2008
Havering,E09000016,2294,2008
Herefordshire County of,E06000019,1660,2008
Hertsmere,E07000098,655,2008
High Peak,E07000037,901,2008
Hillingdon,E09000017,3470,2008
Hinckley and Bosworth,E07000132,855,2008
Horsham,E07000227,783,2008
Hounslow,E09000018,3700,2008
Huntingdonshire,E07000011,1128,2008
Hyndburn,E07000120,883,2008
Ipswich,E07000202,1812,2008
Isle of Wight,E06000046,1860,2008
Isles of Scilly,E06000053,5,2008
Islington,E09000019,3841,2008
Kensington and Chelsea,E09000020,2078,2008
Kettering,E07000153,983,2008
King`s Lynn and West Norfolk,E07000146,934,2008
Kingston upon Hull City of,E06000010,4491,2008
Kingston upon Thames,E09000021,1749,2008
Kirklees,E08000034,4942,2008
Knowsley,E08000011,893,2008
Lambeth,E09000022,5325,2008
Lancaster,E07000121,1550,2008
Leeds,E08000035,9668,2008
Leicester,E06000016,6372,2008
Lewes,E07000063,801,2008
Lewisham,E09000023,5314,2008
Lichfield,E07000194,875,2008
Lincoln,E07000138,1456,2008
Liverpool,E08000012,4987,2008
Luton,E06000032,2478,2008
Maidstone,E07000110,1630,2008
Maldon,E07000074,373,2008
Manchester,E08000003,8476,2008
Mansfield,E07000174,1951,2008
Medway,E06000035,3404,2008
Melton,E07000133,427,2008
Merton,E09000024,2442,2008
Mid Sussex,E07000228,719,2008
Middlesbrough,E06000002,3126,2008
Milton Keynes,E06000042,3759,2008
Mole Valley,E07000210,564,2008
New Forest,E07000091,1544,2008
Newark and Sherwood,E07000175,1198,2008
Newcastle upon Tyne,E08000021,3369,2008
Newcastle-under-Lyme,E07000195,1602,2008
Newham,E09000025,5249,2008
North East Derbyshire,E07000038,670,2008
North East Lincolnshire,E06000012,3043,2008
North Hertfordshire,E07000099,911,2008
North Kesteven,E07000139,430,2008
North Lincolnshire,E06000013,2402,2008
North Norfolk,E07000147,618,2008
North Somerset,E06000024,2235,2008
North Tyneside,E08000022,1550,2008
North Warwickshire,E07000218,393,2008
North West Leicestershire,E07000134,945,2008
Northampton,E07000154,3131,2008
Northumberland,E06000057,2319,2008
Norwich,E07000148,1988,2008
Nottingham,E06000018,6317,2008
Nuneaton and Bedworth,E07000219,1307,2008
Oadby and Wigston,E07000135,473,2008
Oldham,E08000004,2708,2008
Oxford,E07000178,2702,2008
Pendle,E07000122,1125,2008
Peterborough,E06000031,2756,2008
Plymouth,E06000026,4225,2008
Poole,E06000029,1548,2008
Portsmouth,E06000044,3866,2008
Preston,E07000123,2336,2008
Reading,E06000038,2945,2008
Redbridge,E09000026,2827,2008
Redcar and Cleveland,E06000003,1634,2008
Reigate and Banstead,E07000211,1273,2008
Ribble Valley,E07000124,241,2008
Richmond upon Thames,E09000027,1335,2008
Rochdale,E08000005,2804,2008
Rochford,E07000075,386,2008
Rossendale,E07000125,590,2008
Rother,E07000064,565,2008
Rotherham,E08000018,2729,2008
Rugby,E07000220,914,2008
Runnymede,E07000212,597,2008
Rushmoor,E07000092,1267,2008
Rutland,E06000017,207,2008
Salford,E08000006,3109,2008
Sandwell,E08000028,3444,2008
Sefton,E08000014,1938,2008
Sevenoaks,E07000111,546,2008
Sheffield,E08000019,6098,2008
Shepway,E07000112,1176,2008
Shropshire,E06000051,2006,2008
Slough,E06000039,2572,2008
Solihull,E08000029,2065,2008
South Bucks,E07000006,612,2008
South Cambridgeshire,E07000012,629,2008
South Derbyshire,E07000039,607,2008
South Gloucestershire,E06000025,2287,2008
South Holland,E07000140,712,2008
South Kesteven,E07000141,1155,2008
South Lakeland,E07000031,669,2008
South Norfolk,E07000149,462,2008
South Oxfordshire,E07000179,910,2008
South Ribble,E07000126,994,2008
South Staffordshire,E07000196,852,2008
South Tyneside,E08000023,1494,2008
Southampton,E06000045,6051,2008
Southend-on-Sea,E06000033,2062,2008
Southwark,E09000028,5547,2008
Spelthorne,E07000213,1017,2008
St Albans,E07000240,863,2008
St. Helens,E08000013,1553,2008
Stafford,E07000197,1464,2008
Staffordshire Moorlands,E07000198,977,2008
Stevenage,E07000243,1238,2008
Stockport,E08000007,2230,2008
Stockton-on-Tees,E06000004,2209,2008
Stoke-on-Trent,E06000021,5103,2008
Stroud,E07000082,982,2008
Suffolk Coastal,E07000205,643,2008
Sunderland,E08000024,3374,2008
Surrey Heath,E07000214,553,2008
Sutton,E09000029,2093,2008
Swale,E07000113,1649,2008
Swindon,E06000030,2557,2008
Tameside,E08000008,2719,2008
Tamworth,E07000199,1252,2008
Tandridge,E07000215,467,2008
Telford and Wrekin,E06000020,1903,2008
Tendring,E07000076,1402,2008
Test Valley,E07000093,1197,2008
Tewkesbury,E07000083,581,2008
Thanet,E07000114,2450,2008
Three Rivers,E07000102,397,2008
Thurrock,E06000034,1543,2008
Tonbridge and Malling,E07000115,839,2008
Torbay,E06000027,1888,2008
Tower Hamlets,E09000030,4101,2008
Trafford,E08000009,1804,2008
Tunbridge Wells,E07000116,784,2008
Uttlesford,E07000077,280,2008
Vale of White Horse,E07000180,912,2008
Wakefield,E08000036,4479,2008
Walsall,E08000030,3241,2008
Waltham Forest,E09000031,3731,2008
Wandsworth,E09000032,3911,2008
Warrington,E06000007,2116,2008
Watford,E07000103,861,2008
Waveney,E07000206,1265,2008
Waverley,E07000216,553,2008
Wealden,E07000065,651,2008
Wellingborough,E07000156,1024,2008
Welwyn Hatfield,E07000241,1006,2008
West Berkshire,E06000037,1496,2008
West Lancashire,E07000127,945,2008
West Lindsey,E07000142,553,2008
West Oxfordshire,E07000181,815,2008
Westminster,E09000033,5370,2008
Wigan,E08000010,3368,2008
Wiltshire,E06000054,3733,2008
Winchester,E07000094,1088,2008
Windsor and Maidenhead,E06000040,1550,2008
Wirral,E08000015,2483,2008
Woking,E07000217,838,2008
Wokingham,E06000041,912,2008
Wolverhampton,E08000031,3332,2008
Worthing,E07000229,1167,2008
Wycombe,E07000007,1769,2008
Wyre,E07000128,908,2008
York,E06000014,2070,2008
Adur,E07000223,472,2009
Allerdale,E07000026,815,2009
Amber Valley,E07000032,1191,2009
Arun,E07000224,1540,2009
Ashfield,E07000170,1631,2009
Ashford,E07000105,939,2009
Aylesbury Vale,E07000004,1497,2009
Barking and Dagenham,E09000002,3548,2009
Barnet,E09000003,3285,2009
Barnsley,E08000016,1898,2009
Barrow-in-Furness,E07000027,932,2009
Basildon,E07000066,2024,2009
Basingstoke and Deane,E07000084,1921,2009
Bassetlaw,E07000171,1301,2009
Bath and North East Somerset,E06000022,1862,2009
Bedford,E06000055,1683,2009
Bexley,E09000004,2378,2009
Birmingham,E08000025,15278,2009
Blaby,E07000129,595,2009
Blackburn with Darwen,E06000008,1938,2009
Blackpool,E06000009,3505,2009
Bolsover,E07000033,723,2009
Bolton,E08000001,2655,2009
Boston,E07000136,692,2009
Bournemouth,E06000028,3289,2009
Bracknell Forest,E06000036,1279,2009
Bradford,E08000032,6237,2009
Braintree,E07000067,926,2009
Breckland,E07000143,845,2009
Brent,E09000005,4786,2009
Brentwood,E07000068,518,2009
Brighton and Hove,E06000043,3642,2009
Bristol City of,E06000023,7833,2009
Broadland,E07000144,513,2009
Bromley,E09000006,3400,2009
Broxbourne,E07000095,746,2009
Burnley,E07000117,1202,2009
Bury,E08000002,1697,2009
Calderdale,E08000033,2298,2009
Cambridge,E07000008,1585,2009
Camden,E09000007,3529,2009
Cannock Chase,E07000192,1454,2009
Canterbury,E07000106,1416,2009
Carlisle,E07000028,1288,2009
Castle Point,E07000069,586,2009
Central Bedfordshire,E06000056,1584,2009
Charnwood,E07000130,1701,2009
Chelmsford,E07000070,1419,2009
Cheltenham,E07000078,1214,2009
Cherwell,E07000177,1583,2009
Cheshire East,E06000049,3058,2009
Cheshire West and Chester,E06000050,3534,2009
Chesterfield,E07000034,1498,2009
Chichester,E07000225,863,2009
Chiltern,E07000005,729,2009
Chorley,E07000118,976,2009
City of London,E09000001,535,2009
Colchester,E07000071,1872,2009
Copeland,E07000029,645,2009
Corby,E07000150,1033,2009
Cornwall,E06000052,4349,2009
Cotswold,E07000079,600,2009
County Durham,E06000047,3832,2009
Coventry,E08000026,4886,2009
Crawley,E07000226,1354,2009
Croydon,E09000008,5011,2009
Dacorum,E07000096,955,2009
Darlington,E06000005,957,2009
Derby,E06000015,3861,2009
Derbyshire Dales,E07000035,493,2009
Doncaster,E08000017,3471,2009
Dover,E07000108,1080,2009
Dudley,E08000027,2433,2009
Ealing,E09000009,4761,2009
East Cambridgeshire,E07000009,459,2009
East Hampshire,E07000085,936,2009
East Hertfordshire,E07000242,722,2009
East Lindsey,E07000137,1267,2009
East Northamptonshire,E07000152,640,2009
East Riding of Yorkshire,E06000011,2591,2009
East Staffordshire,E07000193,1380,2009
Eastbourne,E07000061,1255,2009
Eastleigh,E07000086,1312,2009
Eden,E07000030,254,2009
Elmbridge,E07000207,939,2009
Enfield,E09000010,3434,2009
Epping Forest,E07000072,1111,2009
Epsom and Ewell,E07000208,657,2009
Erewash,E07000036,1432,2009
Exeter,E07000041,1383,2009
Fareham,E07000087,885,2009
Fenland,E07000010,1027,2009
Forest of Dean,E07000080,618,2009
Fylde,E07000119,575,2009
Gateshead,E08000037,1328,2009
Gloucester,E07000081,1864,2009
Gosport,E07000088,1267,2009
Great Yarmouth,E07000145,1393,2009
Greenwich,E09000011,4274,2009
Guildford,E07000209,1165,2009
Hackney,E09000012,4321,2009
Halton,E06000006,1655,2009
Hammersmith and Fulham,E09000013,2955,2009
Harborough,E07000131,467,2009
Haringey,E09000014,3711,2009
Harlow,E07000073,1198,2009
Harrow,E09000015,2181,2009
Hart,E07000089,475,2009
Hartlepool,E06000001,1295,2009
Hastings,E07000062,1492,2009
Havant,E07000090,1935,2009
Havering,E09000016,2361,2009
Herefordshire County of,E06000019,1613,2009
Hertsmere,E07000098,632,2009
High Peak,E07000037,978,2009
Hillingdon,E09000017,3620,2009
Hinckley and Bosworth,E07000132,802,2009
Horsham,E07000227,708,2009
Hounslow,E09000018,3676,2009
Huntingdonshire,E07000011,1134,2009
Hyndburn,E07000120,904,2009
Ipswich,E07000202,2155,2009
Isle of Wight,E06000046,1627,2009
Isles of Scilly,E06000053,9,2009
Islington,E09000019,3863,2009
Kensington and Chelsea,E09000020,1999,2009
Kettering,E07000153,1098,2009
King`s Lynn and West Norfolk,E07000146,1199,2009
Kingston upon Hull City of,E06000010,4786,2009
Kingston upon Thames,E09000021,1812,2009
Kirklees,E08000034,3944,2009
Knowsley,E08000011,842,2009
Lambeth,E09000022,5442,2009
Lancaster,E07000121,1713,2009
Leeds,E08000035,8718,2009
Leicester,E06000016,6355,2009
Lewes,E07000063,740,2009
Lewisham,E09000023,4760,2009
Lichfield,E07000194,823,2009
Lincoln,E07000138,1397,2009
Liverpool,E08000012,4594,2009
Luton,E06000032,2619,2009
Maidstone,E07000110,1487,2009
Maldon,E07000074,364,2009
Manchester,E08000003,7981,2009
Mansfield,E07000174,1814,2009
Medway,E06000035,2956,2009
Melton,E07000133,404,2009
Merton,E09000024,2313,2009
Mid Sussex,E07000228,665,2009
Middlesbrough,E06000002,2594,2009
Milton Keynes,E06000042,4068,2009
Mole Valley,E07000210,608,2009
New Forest,E07000091,1516,2009
Newark and Sherwood,E07000175,1084,2009
Newcastle upon Tyne,E08000021,3393,2009
Newcastle-under-Lyme,E07000195,1689,2009
Newham,E09000025,5680,2009
North East Derbyshire,E07000038,619,2009
North East Lincolnshire,E06000012,2977,2009
North Hertfordshire,E07000099,774,2009
North Kesteven,E07000139,395,2009
North Lincolnshire,E06000013,2264,2009
North Norfolk,E07000147,595,2009
North Somerset,E06000024,2162,2009
North Tyneside,E08000022,1180,2009
North Warwickshire,E07000218,355,2009
North West Leicestershire,E07000134,805,2009
Northampton,E07000154,3414,2009
Northumberland,E06000057,1917,2009
Norwich,E07000148,2206,2009
Nottingham,E06000018,5786,2009
Nuneaton and Bedworth,E07000219,1219,2009
Oadby and Wigston,E07000135,534,2009
Oldham,E08000004,2321,2009
Oxford,E07000178,2519,2009
Pendle,E07000122,988,2009
Peterborough,E06000031,3033,2009
Plymouth,E06000026,4175,2009
Poole,E06000029,1468,2009
Portsmouth,E06000044,4302,2009
Preston,E07000123,2191,2009
Reading,E06000038,3018,2009
Redbridge,E09000026,2766,2009
Redcar and Cleveland,E06000003,1489,2009
Reigate and Banstead,E07000211,1459,2009
Ribble Valley,E07000124,214,2009
Richmond upon Thames,E09000027,1400,2009
Rochdale,E08000005,3035,2009
Rochford,E07000075,319,2009
Rossendale,E07000125,544,2009
Rother,E07000064,509,2009
Rotherham,E08000018,2291,2009
Rugby,E07000220,928,2009
Runnymede,E07000212,685,2009
Rushmoor,E07000092,1117,2009
Rutland,E06000017,214,2009
Salford,E08000006,2781,2009
Sandwell,E08000028,3471,2009
Sefton,E08000014,1704,2009
Sevenoaks,E07000111,594,2009
Sheffield,E08000019,5145,2009
Shepway,E07000112,1156,2009
