CSP code,Value,Year
E22000033,14.94039686,2007
W14000010,8.388762037,2007
E22000082,6.311520233,2007
E22000353,6.130395498,2007
W14000008,7.898999018,2007
E22000165,11.64703435,2007
E22000083,8.7358028,2007
E22000093,13.07427718,2007
E22000305,12.14161599,2007
E22000354,9.605400504,2007
E22000355,12.38143817,2007
E22000039,17.60318347,2007
E22000293,7.748433587,2007
E22000306,7.806909115,2007
E22000153,9.706598187,2007
E22000180,75.19390035,2007
E22000084,12.33748204,2007
W14000003,10.98630667,2007
E22000034,12.71983814,2007
E22000233,19.66930215,2007
E22000356,8.784248511,2007
E22000094,6.730607437,2007
E22000365,9.923254334,2007
E22000336,17.42698944,2007
E22000294,13.77817144,2007
E22000193,13.76046787,2007
E22000124,8.191962846,2007
E22000072,10.52303375,2007
E22000352,14.59593788,2007
E22000357,6.06533123,2007
W14000004,12.78959061,2007
E22000040,16.90584661,2007
E22000041,8.117394417,2007
E22000260,16.53528687,2007
E22000367,8.13575876,2007
E22000140,11.81207069,2007
E22000337,9.990734922,2007
E22000194,14.42867409,2007
E22000362,6.959763416,2007
E22000014,4.616943808,2007
E22000110,7.93438769,2007
E22000125,6.970416951,2007
E22000174,9.712353676,2007
E22000235,8.682828998,2007
E22000133,7.265803273,2007
E22000264,11.99715785,2007
E22000295,16.38051139,2007
E22000111,12.10653753,2007
E22000035,6.741874318,2007
E22000279,8.831961528,2007
E22000195,10.48934258,2007
E22000085,8.740447765,2007
E22000280,9.57427422,2007
E22000042,14.44855877,2007
E22000049,13.20667081,2007
E22000112,10.02751396,2007
E22000015,9.93388198,2007
W14000005,9.209898154,2007
E22000095,8.792254036,2007
E22000154,7.423145873,2007
E22000244,8.561872223,2007
E22000096,18.39198123,2007
E22000113,17.89723046,2007
E22000220,16.40566741,2007
E22000196,20.00972372,2007
E22000281,9.17542687,2007
W14000002,10.78745038,2007
E22000197,19.63203849,2007
E22000023,16.09308423,2007
E22000198,16.58053402,2007
E22000166,6.356470887,2007
E22000199,15.79016272,2007
E22000086,15.96665193,2007
E22000200,8.411565903,2007
E22000114,6.531947566,2007
E22000027,15.59872044,2007
E22000296,19.86958102,2007
E22000115,16.26621126,2007
E22000201,10.05705234,2007
E22000326,10.10392931,2007
E22000126,7.646594356,2007
E22000043,11.39664064,2007
E22000202,14.21116736,2007
E22000167,9.35717738,2007
E22000297,6.539666703,2007
E22000203,15.98601866,2007
E22000016,7.119273628,2007
E22000155,12.19107952,2007
E22000273,13.6684971,2007
W14000001,9.253945481,2007
E22000116,14.59262848,2007
E22000050,3.488879198,2007
E22000204,19.25931423,2007
E22000205,12.42609726,2007
E22000236,11.26158708,2007
E22000221,7.582793851,2007
E22000134,20.34321104,2007
E22000206,13.08217626,2007
E22000344,13.50576262,2007
E22000181,6.748184738,2007
E22000207,18.42688901,2007
E22000156,12.73534701,2007
E22000345,13.91491551,2007
E22000168,21.8500946,2007
E22000298,9.073452765,2007
E22000208,20.64796239,2007
E22000265,8.870574862,2007
E22000175,17.2131786,2007
E22000182,13.27654096,2007
E22000010,14.29309273,2007
E22000142,12.21055767,2007
E22000087,6.466008665,2007
E22000101,18.00917248,2007
E22000255,17.96571339,2007
E22000143,14.54906498,2007
E22000169,8.666815861,2007
W14000017,11.3340213,2007
E22000209,11.94275713,2007
E22000299,6.157819311,2007
E22000029,24.0972574,2007
E22000307,16.88503374,2007
E22000282,6.00824331,2007
W14000021,8.148048933,2007
W14000012,8.844462676,2007
E22000117,8.555111234,2007
E22000256,8.971201465,2007
E22000245,12.62257113,2007
E22000266,13.45465732,2007
E22000210,22.51347241,2007
W14000022,18.08652105,2007
E22000044,8.902077151,2007
E22000135,18.18537225,2007
E22000127,8.359490624,2007
E22000176,4.323793382,2007
E22000136,13.24930437,2007
E22000222,6.657497658,2007
E22000003,12.06528386,2007
E22000246,7.685651753,2007
E22000319,8.635327221,2007
E22000170,10.82251082,2007
E22000368,11.12938878,2007
E22000372,7.118852189,2007
E22000237,17.01360497,2007
E22000363,9.591200026,2007
E22000358,6.706927403,2007
E22000223,18.62165121,2007
E22000257,23.07366638,2007
E22000320,15.12298122,2007
E22000171,8.818061089,2007
E22000102,11.25845517,2007
E22000308,18.18459234,2007
W14000009,9.963223002,2007
E22000157,11.06745178,2007
E22000017,17.2868716,2007
E22000056,18.30542476,2007
E22000067,11.17697697,2007
E22000118,20.82531669,2007
W14000007,6.796381325,2007
E22000158,18.52386799,2007
E22000309,20.78461765,2007
E22000211,10.42063355,2007
E22000028,14.72907843,2007
E22000283,9.899103822,2007
W14000016,11.30203735,2007
E22000159,4.720457656,2007
E22000212,7.839009763,2007
E22000103,12.87471268,2007
E22000088,4.874550229,2007
E22000160,11.42248173,2007
E22000300,7.942909637,2007
E22000261,13.69108506,2007
E22000321,12.19023093,2007
E22000284,5.732158815,2007
E22000119,13.50513108,2007
E22000172,4.931285368,2007
E22000364,7.220035502,2007
E22000104,15.69352212,2007
E22000338,12.83761537,2007
E22000183,8.317429158,2007
E22000144,5.126754588,2007
E22000262,12.83437597,2007
E22000145,12.11718735,2007
E22000360,7.344615684,2007
E22000310,17.92313522,2007
E22000339,11.19259733,2007
E22000369,9.35746433,2007
E22000311,9.525861406,2007
E22000018,4.269033954,2007
E22000045,7.820859302,2007
E22000006,9.297069825,2007
E22000177,7.786429366,2007
E22000178,9.22455375,2007
E22000036,7.259944213,2007
E22000224,4.225929278,2007
E22000366,7.602436912,2007
E22000312,7.149043502,2007
E22000161,9.334627735,2007
E22000267,7.279922347,2007
E22000247,11.34268915,2007
E22000359,9.116813584,2007
E22000332,9.002670699,2007
E22000120,26.51140069,2007
E22000089,12.76076141,2007
E22000213,20.32454718,2007
E22000285,11.93400054,2007
E22000128,6.319879706,2007
E22000184,9.813110819,2007
E22000268,12.1049939,2007
E22000269,10.24975336,2007
E22000129,16.34998885,2007
E22000105,8.78082811,2007
E22000030,13.1799486,2007
E22000270,18.85538189,2007
E22000097,9.318531724,2007
E22000274,5.690779312,2007
E22000373,6.90428077,2007
E22000248,12.08635372,2007
E22000286,5.723513905,2007
E22000214,11.41854985,2007
E22000146,13.52903539,2007
W14000011,11.12449454,2007
E22000350,13.37957368,2007
E22000106,13.86263097,2007
E22000271,16.81541501,2007
E22000287,6.087697418,2007
E22000333,13.52774105,2007
E22000090,10.46092099,2007
E22000121,10.92342244,2007
E22000098,7.392574681,2007
E22000147,19.58097629,2007
E22000130,5.745643864,2007
E22000091,10.41247916,2007
E22000148,8.322580086,2007
E22000060,15.28311594,2007
W14000020,9.475234682,2007
E22000215,20.24408327,2007
E22000107,9.473055585,2007
E22000149,8.124707373,2007
E22000092,4.809246686,2007
W14000014,9.821056345,2007
E22000313,7.286081651,2007
E22000346,15.9894295,2007
E22000340,13.36327647,2007
E22000216,16.49799504,2007
E22000217,13.57054625,2007
E22000026,13.1258299,2007
E22000131,13.64310788,2007
E22000278,10.23717557,2007
E22000288,5.630916696,2007
E22000301,5.60164698,2007
E22000239,14.38357997,2007
E22000132,8.416593248,2007
E22000314,10.7959695,2007
E22000162,8.724710983,2007
E22000179,5.89615891,2007
E22000315,8.114245444,2007
E22000192,25.40125737,2007
E22000108,10.85315915,2007
E22000361,8.018045506,2007
E22000122,9.720980147,2007
E22000316,10.95582605,2007
E22000185,9.221655526,2007
E22000289,7.383709228,2007
E22000317,6.704174992,2007
E22000341,15.56311754,2007
E22000302,12.41244791,2007
W14000006,11.8312091,2007
E22000318,10.52448517,2007
E22000163,8.766997004,2007
E22000371,11.08710544,2007
E22000290,8.481414996,2008
E22000031,10.17819641,2008
E22000037,9.573326731,2008
E22000291,9.167576015,2008
E22000251,13.88378316,2008
E22000137,9.558643807,2008
E22000303,8.830474806,2008
E22000186,20.49845754,2008
E22000187,10.27970709,2008
E22000259,9.457572644,2008
E22000032,15.2053147,2008
E22000079,10.51483851,2008
E22000109,11.99116246,2008
E22000252,12.71118406,2008
E22000001,11.09670729,2008
E22000009,9.626112452,2008
E22000188,10.68598556,2008
E22000335,14.83666673,2008
E22000164,6.085214429,2008
E22000150,14.10608549,2008
E22000151,25.87443413,2008
W14000019,10.71326268,2008
E22000038,11.5643902,2008
E22000099,10.07035198,2008
E22000173,10.34161091,2008
E22000063,19.53213586,2008
E22000304,11.61903907,2008
E22000342,11.98841764,2008
E22000080,7.012106134,2008
E22000218,6.227799407,2008
E22000189,14.75072275,2008
E22000081,6.699934669,2008
W14000013,10.16949153,2008
E22000292,15.02944443,2008
E22000002,18.30423652,2008
E22000219,3.898303711,2008
E22000190,11.43070748,2008
E22000123,9.221870566,2008
E22000152,17.05065958,2008
E22000100,11.18579235,2008
W14000018,10.26897917,2008
E22000343,11.6839172,2008
E22000013,14.45994681,2008
E22000191,16.91134858,2008
E22000263,15.83349827,2008
E22000138,11.17249594,2008
W14000015,13.49800174,2008
E22000033,11.63485044,2008
W14000010,7.237681969,2008
E22000082,6.453078846,2008
E22000353,6.497078724,2008
W14000008,6.509183551,2008
E22000165,11.56321452,2008
E22000083,8.712669724,2008
E22000093,13.77344628,2008
E22000305,11.13023523,2008
E22000354,8.78636017,2008
E22000355,11.43453984,2008
E22000039,15.38851368,2008
E22000293,7.111166768,2008
E22000306,7.732153864,2008
E22000153,9.848571103,2008
E22000180,71.88046843,2008
E22000084,11.43353957,2008
W14000003,10.39599199,2008
E22000034,10.07218636,2008
E22000233,18.71514649,2008
E22000356,8.352810525,2008
E22000094,6.480678423,2008
E22000365,8.369971738,2008
E22000336,15.81330729,2008
E22000294,12.525893,2008
E22000193,14.15083537,2008
E22000124,6.93171972,2008
E22000072,9.315871699,2008
E22000352,13.89262439,2008
E22000357,5.556408289,2008
W14000004,13.42636084,2008
E22000040,15.47557522,2008
E22000041,6.855926189,2008
E22000260,13.66676944,2008
E22000367,7.196309884,2008
E22000140,11.77991406,2008
E22000337,8.257699507,2008
E22000194,14.07003228,2008
E22000362,6.416267943,2008
E22000014,5.232307028,2008
E22000110,8.155727565,2008
E22000125,6.229466861,2008
E22000174,9.100432107,2008
E22000235,7.819896904,2008
E22000133,7.2458973,2008
E22000264,11.79951615,2008
E22000295,14.12145057,2008
E22000111,10.90576365,2008
E22000035,4.577793885,2008
E22000279,7.289774302,2008
E22000195,10.47259475,2008
E22000085,7.862846026,2008
E22000280,7.708856221,2008
E22000042,13.18484961,2008
E22000049,12.28901521,2008
E22000112,9.073998457,2008
E22000015,10.18653967,2008
W14000005,8.395984185,2008
E22000095,9.037868914,2008
E22000154,7.749567991,2008
E22000244,8.165117963,2008
E22000096,16.81673058,2008
E22000113,17.11733757,2008
E22000220,12.55160335,2008
E22000196,18.7071425,2008
E22000281,7.892689632,2008
W14000002,9.812436324,2008
E22000197,17.81501984,2008
E22000023,15.06830368,2008
E22000198,16.37039212,2008
E22000166,5.130848628,2008
E22000199,15.2050037,2008
E22000086,13.50218362,2008
E22000200,9.086671865,2008
E22000114,5.874169114,2008
E22000027,13.44947964,2008
E22000296,17.65063907,2008
E22000115,17.01123161,2008
E22000201,9.896761334,2008
E22000326,9.131365139,2008
E22000126,6.708178857,2008
E22000043,9.916573114,2008
E22000202,13.29242179,2008
E22000167,8.207028288,2008
E22000297,6.066334555,2008
E22000203,15.55229564,2008
E22000016,6.781046734,2008
E22000155,10.87759929,2008
E22000273,14.2243714,2008
W14000001,8.495909377,2008
E22000116,13.41265549,2008
E22000050,2.143163309,2008
E22000204,19.99593938,2008
E22000205,12.78147854,2008
E22000236,10.77921793,2008
E22000221,6.41699473,2008
E22000134,17.49199598,2008
E22000206,11.20959834,2008
E22000344,12.00076735,2008
E22000181,6.04104937,2008
E22000207,18.41757573,2008
E22000156,11.41283539,2008
E22000345,13.03553491,2008
E22000168,20.198242,2008
E22000298,8.391388612,2008
E22000208,19.93936392,2008
E22000265,8.794853754,2008
E22000175,16.14065427,2008
E22000182,10.97326985,2008
E22000010,12.90060598,2008
E22000142,10.8867709,2008
E22000087,6.049302627,2008
E22000101,17.75420605,2008
E22000255,18.89240721,2008
E22000143,13.18235331,2008
E22000169,8.66354211,2008
W14000017,13.46900569,2008
E22000209,12.46815311,2008
E22000299,5.29712526,2008
E22000029,22.67106647,2008
E22000307,15.95331565,2008
E22000282,6.693885302,2008
W14000021,6.403355936,2008
W14000012,8.330883776,2008
E22000117,8.845704333,2008
E22000256,10.57285829,2008
E22000245,12.40203351,2008
E22000266,13.0018748,2008
E22000210,18.98523571,2008
W14000022,15.98666144,2008
E22000044,6.81857502,2008
E22000135,19.17357663,2008
E22000127,7.323680974,2008
E22000176,4.07602256,2008
E22000136,14.60013737,2008
E22000222,6.125665348,2008
E22000003,11.12754104,2008
E22000246,7.829706411,2008
E22000319,6.341982959,2008
E22000170,10.24023926,2008
E22000368,10.7463689,2008
E22000372,6.971674631,2008
E22000237,15.23015483,2008
E22000363,9.278456065,2008
E22000358,7.384009909,2008
E22000223,15.52712561,2008
E22000257,21.72410354,2008
E22000320,10.55155488,2008
E22000171,8.413376023,2008
E22000102,12.2033104,2008
E22000308,18.70763607,2008
W14000009,8.965278122,2008
E22000157,12.63973934,2008
E22000017,15.65668903,2008
E22000056,16.73346852,2008
E22000067,10.73315491,2008
E22000118,19.7208676,2008
W14000007,7.195273398,2008
E22000158,16.87337027,2008
E22000309,19.44407764,2008
E22000211,10.64975966,2008
E22000028,11.96964369,2008
E22000283,9.581730733,2008
W14000016,11.16630596,2008
E22000159,4.216382659,2008
E22000212,7.297993189,2008
E22000103,13.37365143,2008
E22000088,4.647466769,2008
E22000160,8.797697687,2008
E22000300,6.269418553,2008
E22000261,10.6905994,2008
E22000321,9.477984943,2008
E22000284,7.586347117,2008
E22000119,13.68413094,2008
E22000172,5.523240301,2008
E22000364,6.34986448,2008
E22000104,13.70920091,2008
E22000338,11.54317967,2008
E22000183,7.054070286,2008
E22000144,4.8191495,2008
E22000262,11.41872724,2008
E22000145,11.22330171,2008
E22000360,6.676140618,2008
E22000310,19.56592851,2008
E22000339,10.08409106,2008
E22000369,9.188308971,2008
E22000311,9.351649527,2008
E22000018,4.380497385,2008
E22000045,6.596177043,2008
E22000006,8.865371942,2008
E22000177,8.283211373,2008
E22000178,8.802146047,2008
E22000036,6.402404012,2008
E22000224,3.889740179,2008
E22000366,6.976054428,2008
E22000312,6.862175838,2008
E22000161,9.218213855,2008
E22000267,7.92550767,2008
E22000247,10.05207703,2008
E22000359,7.358603577,2008
E22000332,8.433361108,2008
E22000120,26.48754416,2008
E22000089,12.26286054,2008
E22000213,20.02722287,2008
E22000285,10.91412505,2008
E22000128,6.341484922,2008
E22000184,8.868913687,2008
E22000268,11.40897756,2008
E22000269,10.11345286,2008
E22000129,15.16878025,2008
E22000105,7.922494556,2008
E22000030,11.68541941,2008
E22000270,20.78538872,2008
E22000097,8.817059484,2008
E22000274,5.192141536,2008
E22000373,6.637410545,2008
E22000248,12.18877794,2008
E22000286,6.55640524,2008
E22000214,11.26116432,2008
E22000146,12.51897965,2008
W14000011,11.58713414,2008
E22000350,12.68850393,2008
E22000106,12.56701793,2008
E22000271,16.51192235,2008
E22000287,5.727039721,2008
E22000333,11.59736484,2008
E22000090,9.984261613,2008
E22000121,10.39956212,2008
E22000098,7.28480973,2008
E22000147,18.59582543,2008
E22000130,4.605301317,2008
E22000091,10.04341515,2008
E22000148,7.172963314,2008
E22000060,14.29544938,2008
W14000020,9.737194546,2008
E22000215,17.68488053,2008
E22000107,8.165149657,2008
E22000149,7.047127666,2008
E22000092,3.708363685,2008
W14000014,9.259185605,2008
E22000313,7.645618859,2008
E22000346,13.85451981,2008
E22000340,12.32160101,2008
E22000216,15.41111451,2008
E22000217,13.28893495,2008
E22000026,10.67678506,2008
E22000131,10.15617628,2008
E22000278,10.87722919,2008
E22000288,4.64659026,2008
E22000301,4.442503361,2008
E22000239,13.63860364,2008
E22000132,9.363191303,2008
E22000314,9.840551492,2008
E22000162,8.539208068,2008
E22000179,6.265507982,2008
E22000315,7.911392405,2008
E22000192,24.55721557,2008
E22000108,10.79587526,2008
E22000361,8.04513725,2008
E22000122,9.605622114,2008
E22000316,10.96607591,2008
E22000185,7.839955038,2008
E22000289,8.772113472,2008
E22000317,5.953352351,2008
E22000341,13.5806545,2008
E22000302,11.39993553,2008
W14000006,12.00413988,2008
E22000318,10.54243793,2008
E22000163,8.388378216,2008
E22000371,10.85087646,2008
E22000290,7.734788522,2009
E22000031,8.456374446,2009
E22000037,9.799888095,2009
E22000291,10.34313693,2009
E22000251,13.83669141,2009
E22000137,8.116237661,2009
E22000303,8.733038537,2009
E22000186,19.97972745,2009
E22000187,9.498914203,2009
E22000259,8.289186935,2009
E22000032,13.3570282,2009
E22000079,11.69374408,2009
E22000109,11.70378042,2009
E22000252,11.55797198,2009
E22000001,10.74065528,2009
E22000009,10.87153119,2009
E22000188,10.42315009,2009
E22000335,14.54947851,2009
E22000164,6.362887789,2009
E22000150,13.25608597,2009
E22000151,24.58303525,2009
W14000019,13.95848246,2009
E22000038,9.611294268,2009
E22000099,9.723529476,2009
E22000173,10.91499866,2009
E22000063,18.87507102,2009
E22000304,11.42821402,2009
E22000342,12.17232119,2009
E22000080,6.404359944,2009
E22000218,6.528575071,2009
E22000189,16.05404571,2009
E22000081,7.128800077,2009
W14000013,10.11735845,2009
E22000292,13.71317549,2009
E22000002,18.69495692,2009
E22000219,4.143144429,2009
E22000190,11.07766092,2009
E22000123,8.07402998,2009
E22000152,13.81180553,2009
E22000100,9.228593958,2009
W14000018,11.3739635,2009
E22000343,11.37184651,2009
E22000013,13.57648228,2009
E22000191,16.57398884,2009
E22000263,15.06517189,2009
E22000138,9.672395421,2009
W14000015,12.45350297,2009
E22000033,12.04120936,2009
W14000010,6.458987345,2009
E22000082,6.649871769,2009
E22000353,6.327672783,2009
W14000008,6.645052383,2009
E22000165,10.47865459,2009
E22000083,8.537495187,2009
E22000093,10.65220634,2009
E22000305,11.28288466,2009
E22000354,8.30926328,2009
E22000355,10.73785535,2009
E22000039,14.53846676,2009
E22000293,7.6728844,2009
E22000306,7.878866481,2009
E22000153,9.235252929,2009
E22000180,71.6006424,2009
E22000084,11.07515367,2009
W14000003,10.52144857,2009
E22000034,9.12796128,2009
E22000233,17.49809435,2009
E22000356,8.262327472,2009
E22000094,7.249441189,2009
E22000365,7.553551963,2009
E22000336,15.89496182,2009
E22000294,13.03891452,2009
E22000193,14.20500449,2009
E22000124,6.715656974,2009
E22000072,9.17061952,2009
E22000352,12.28933662,2009
E22000357,6.065131309,2009
W14000004,16.11536995,2009
E22000040,15.82506763,2009
E22000041,6.97263277,2009
E22000260,11.56290808,2009
E22000367,7.367760026,2009
E22000140,9.812740208,2009
E22000337,7.820938127,2009
E22000194,14.42875933,2009
E22000362,5.913287702,2009
E22000014,5.573296745,2009
E22000110,8.191771471,2009
E22000125,5.309604354,2009
E22000174,9.23873414,2009
E22000235,7.448009403,2009
E22000133,7.786673398,2009
E22000264,12.31779922,2009
E22000295,12.77639777,2009
E22000111,10.72096881,2009
E22000035,4.829356403,2009
E22000279,7.223577017,2009
E22000195,11.37195294,2009
E22000085,8.97270231,2009
E22000280,8.986950456,2009
E22000042,12.86809306,2009
E22000049,12.08715336,2009
E22000112,7.985058467,2009
E22000015,10.87877632,2009
W14000005,9.395664046,2009
E22000095,7.537136864,2009
E22000154,7.621850188,2009
E22000244,6.724697566,2009
E22000096,15.61819218,2009
E22000113,15.45857176,2009
E22000220,14.4481092,2009
E22000196,17.53997177,2009
E22000281,8.721104324,2009
W14000002,10.9020807,2009
E22000197,18.26119296,2009
E22000023,13.38606878,2009
E22000198,16.40609385,2009
E22000166,5.550801122,2009
E22000199,14.85558736,2009
E22000086,14.84326601,2009
E22000200,9.340671106,2009
E22000114,5.220583386,2009
E22000027,14.14836666,2009
E22000296,16.70903654,2009
E22000115,16.20684457,2009
E22000201,10.0842705,2009
E22000326,8.844801965,2009
E22000126,6.407331934,2009
E22000043,10.74170483,2009
E22000202,13.62618335,2009
E22000167,7.676624582,2009
E22000297,5.454965714,2009
E22000203,15.10482154,2009
E22000016,6.788305438,2009
E22000155,11.16008049,2009
E22000273,16.66408908,2009
W14000001,8.084826284,2009
E22000116,11.75909396,2009
E22000050,3.998223012,2009
E22000204,19.63864487,2009
E22000205,12.34766173,2009
E22000236,11.91884763,2009
E22000221,8.188324637,2009
E22000134,18.68954502,2009
E22000206,11.5188771,2009
E22000344,9.508540569,2009
E22000181,5.725164887,2009
E22000207,18.50705662,2009
E22000156,12.59438436,2009
E22000345,11.71955343,2009
E22000168,19.87751323,2009
E22000298,7.699190545,2009
E22000208,17.60237854,2009
E22000265,8.229012518,2009
E22000175,15.38326011,2009
E22000182,10.04102526,2009
E22000010,13.39991507,2009
E22000142,9.809095347,2009
E22000087,5.888538381,2009
E22000101,16.49703173,2009
E22000255,17.49091225,2009
E22000143,11.35918226,2009
E22000169,8.164750106,2009
W14000017,11.38317628,2009
E22000209,11.67379981,2009
E22000299,4.846620848,2009
E22000029,18.8966512,2009
E22000307,16.93743807,2009
E22000282,7.175565312,2009
W14000021,7.00111532,2009
W14000012,8.34904004,2009
E22000117,8.641524921,2009
E22000256,9.515950629,2009
E22000245,12.40938915,2009
E22000266,13.72356244,2009
E22000210,19.82914815,2009
W14000022,15.31098481,2009
E22000044,6.285923188,2009
E22000135,18.75996446,2009
E22000127,6.17870343,2009
E22000176,3.710453145,2009
E22000136,13.67380958,2009
E22000222,5.917100919,2009
E22000003,10.7183049,2009
E22000246,5.929141732,2009
E22000319,5.714377696,2009
E22000170,8.68130446,2009
E22000368,10.71978845,2009
E22000372,6.94840341,2009
E22000237,16.42333133,2009
E22000363,8.676041221,2009
E22000358,6.095602708,2009
E22000223,17.07179285,2009
E22000257,19.62633307,2009
E22000320,9.804552401,2009
E22000171,9.604316547,2009
E22000102,10.41690042,2009
E22000308,17.3153329,2009
W14000009,8.045211125,2009
E22000157,11.06544066,2009
E22000017,16.94763722,2009
E22000056,16.49441363,2009
E22000067,10.09489754,2009
E22000118,21.61993738,2009
W14000007,6.732286423,2009
E22000158,15.88187538,2009
E22000309,19.81276998,2009
E22000211,10.22796605,2009
E22000028,10.95924691,2009
E22000283,10.81269361,2009
W14000016,10.33896644,2009
E22000159,3.754122518,2009
E22000212,7.592437932,2009
E22000103,14.43533351,2009
E22000088,3.839025682,2009
E22000160,8.061767365,2009
E22000300,5.647836845,2009
E22000261,8.938290294,2009
E22000321,9.502160513,2009
E22000284,8.630138712,2009
E22000119,12.06628354,2009
E22000172,5.71932544,2009
E22000364,5.995695988,2009
E22000104,12.14686304,2009
E22000338,11.48185761,2009
E22000183,6.215507399,2009
E22000144,5.221794398,2009
E22000262,9.556358368,2009
E22000145,10.93495781,2009
E22000360,6.227054084,2009
E22000310,19.97150109,2009
E22000339,9.733781087,2009
E22000369,9.075337263,2009
E22000311,9.088430428,2009
E22000018,5.079661447,2009
E22000045,7.482664086,2009
E22000006,8.28937743,2009
E22000177,8.357570671,2009
E22000178,8.68460072,2009
E22000036,6.167991572,2009
E22000224,4.166390014,2009
E22000366,6.767216196,2009
E22000312,6.720812791,2009
E22000161,8.829839148,2009
E22000267,6.926302284,2009
E22000247,8.827747813,2009
E22000359,5.426041122,2009
E22000332,7.593212328,2009
E22000120,24.43297669,2009
E22000089,12.50492609,2009
E22000213,20.57128628,2009
E22000285,10.3615919,2009
E22000128,5.861103454,2009
E22000184,6.57264138,2009
E22000268,11.94969041,2009
E22000269,9.619656751,2009
E22000129,13.43416046,2009
E22000105,7.255644558,2009
E22000030,9.727442125,2009
E22000270,22.12560347,2009
E22000097,7.769125549,2009
E22000274,6.112676739,2009
E22000373,7.155014814,2009
E22000248,11.08580821,2009
E22000286,7.986657584,2009
E22000214,11.04338168,2009
E22000146,11.84695182,2009
W14000011,9.813201132,2009
E22000350,13.4754931,2009
E22000106,12.66690277,2009
E22000271,15.78912858,2009
E22000287,6.760131061,2009
E22000333,10.04311992,2009
E22000090,10.96043498,2009
E22000121,9.579092589,2009
E22000098,5.238786886,2009
E22000147,16.00459433,2009
E22000130,3.788922568,2009
E22000091,9.793358838,2009
E22000148,6.635207118,2009
E22000060,13.24055575,2009
W14000020,10.53739624,2009
E22000215,17.53882617,2009
E22000107,7.607647995,2009
E22000149,7.36871974,2009
E22000092,4.740941416,2009
W14000014,8.465306511,2009
E22000313,6.23198307,2009
E22000346,12.09367979,2009
E22000340,11.45505223,2009
E22000216,14.81421778,2009
E22000217,13.29226617,2009
E22000026,10.67695707,2009
E22000131,10.68553983,2009
E22000278,11.16894757,2009
E22000288,5.320300401,2009
E22000301,3.758218973,2009
E22000239,11.90270141,2009
E22000132,9.148422082,2009
E22000314,10.87304543,2009
E22000162,8.853078683,2009
E22000179,6.285546628,2009
E22000315,7.214131607,2009
E22000192,26.33883307,2009
E22000108,9.441314659,2009
E22000361,8.219219174,2009
E22000122,9.353303349,2009
E22000316,11.69044543,2009
E22000185,7.152949766,2009
E22000289,10.43510668,2009
E22000317,5.89627996,2009
E22000341,13.66984261,2009
E22000302,12.54753961,2009
W14000006,12.76116884,2009
E22000318,10.76096677,2009
E22000163,9.448716881,2009
E22000371,9.823386937,2009
E22000290,8.086121275,2010
E22000031,7.912690419,2010
E22000037,9.591992202,2010
E22000291,10.88534593,2010
E22000251,11.69812594,2010
E22000137,7.864928404,2010
E22000303,7.721583416,2010
E22000186,17.55105613,2010
E22000187,8.49367456,2010
E22000259,8.015091322,2010
E22000032,12.35794841,2010
E22000079,10.46102147,2010
E22000109,9.695607223,2010
E22000252,8.235627502,2010
E22000001,9.70350095,2010
E22000009,13.16638451,2010
E22000188,8.751208222,2010
E22000335,12.44776519,2010
E22000164,6.121254059,2010
E22000150,12.35659949,2010
E22000151,26.11503786,2010
W14000019,11.6192441,2010
E22000038,10.09367032,2010
E22000099,9.063553902,2010
E22000173,10.74835207,2010
E22000063,17.82407924,2010
E22000304,9.743739647,2010
E22000342,9.281817445,2010
E22000080,6.227221659,2010
E22000218,7.342302127,2010
E22000189,14.89902718,2010
E22000081,7.435096383,2010
W14000013,8.312209777,2010
E22000292,13.45108444,2010
E22000002,18.08558921,2010
E22000219,4.225476571,2010
E22000190,10.1698211,2010
E22000123,8.175323629,2010
E22000152,12.73848703,2010
E22000100,8.806256935,2010
W14000018,10.07293614,2010
E22000343,9.569118784,2010
E22000013,13.92458763,2010
E22000191,18.05099546,2010
E22000263,14.47914302,2010
E22000138,9.088279416,2010
W14000015,11.99172823,2010
E22000033,11.76800486,2010
W14000010,6.62827042,2010
E22000082,6.446121546,2010
E22000353,7.319971481,2010
W14000008,5.863036282,2010
E22000165,9.875506553,2010
E22000083,8.504488148,2010
E22000093,9.895475235,2010
E22000305,9.296928617,2010
E22000354,8.302375552,2010
E22000355,10.15921566,2010
E22000039,15.0555518,2010
E22000293,7.741753445,2010
E22000306,6.29607706,2010
E22000153,9.5919882,2010
E22000180,60.77950395,2010
E22000084,11.21861148,2010
W14000003,10.72530999,2010
E22000034,9.670248765,2010
E22000233,15.36823897,2010
E22000356,8.184313148,2010
E22000094,6.064347447,2010
E22000365,7.512318165,2010
E22000336,12.70237492,2010
E22000294,11.46210584,2010
E22000193,13.05765314,2010
E22000124,6.112035419,2010
E22000072,10.28297216,2010
E22000352,12.17751617,2010
E22000357,6.078152927,2010
W14000004,14.22168409,2010
E22000040,18.19580221,2010
E22000041,6.33535126,2010
E22000260,10.78330828,2010
E22000367,6.742472968,2010
E22000140,10.24560645,2010
E22000337,7.155531924,2010
E22000194,15.08352965,2010
E22000362,6.222120662,2010
E22000014,5.029830858,2010
E22000110,6.900736888,2010
E22000125,5.265771753,2010
E22000174,9.741276931,2010
E22000235,6.775381622,2010
E22000133,8.294389372,2010
E22000264,10.1611804,2010
E22000295,13.90721754,2010
E22000111,9.119446233,2010
